/Users/landen/Research/bsim/bins/bat/arm/bat-O3,bat-O0.mv.db,0.0,0.9
0 "bat::syntax_mapping::SyntaxMapping::get_syntax_for","addr2line::addr2line::render_file<gimli::read::endian_slice::EndianSlice<gimli::endianity::LittleEndian>>","0.18932759372167013","8.125294816477489"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Dying,K,V,alloc::collections::btree::node::marker::LeafOrInternal>::deallocate_and_ascend","0.17554984349993957","3.4004878067498003"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","_<core::iter::adapters::flatten::FlattenCompat<I,U>as_core::iter::traits::iterator::Iterator>::size_hint","0.16126527431868706","0.9123960243304898"
"bat::syntax_mapping::SyntaxMapping::get_syntax_for","core::str::_<impl_str>::trim_matches","0.1593813837143447","1.186081863832496"
