/Users/landen/Research/bsim/bins/bat/arm/bat-O0,bat-O0.mv.db,0.0,0.9
"bat::style::StyleComponentList::to_components","alloc::collections::btree::map::BTreeMap<K,V,A>::insert","0.3094314305341709","10.803804895129627"
"bat::style::StyleComponentList::to_components","regex::builders::Builder::new","0.3087254695537506","9.817047580117997"
"bat::style::StyleComponentList::to_components","core::iter::adapters::map::map_fold::_{{closure}}","0.3064199238867194","8.727644701950728"
"bat::style::StyleComponentList::to_components","alloc::vec::Vec<T,A>::extend_trusted","0.30120838270734707","9.779893428040419"
"bat::style::StyleComponentList::to_components","alloc::vec::Vec<T,A>::extend_trusted","0.30120838270734707","9.779893428040419"
"bat::style::StyleComponentList::to_components","alloc::vec::Vec<T,A>::extend_trusted","0.30120838270734707","9.779893428040419"
"bat::style::StyleComponentList::to_components","alloc::vec::Vec<T,A>::extend_trusted","0.30120838270734707","9.779893428040419"
"bat::style::StyleComponentList::to_components","alloc::vec::Vec<T,A>::extend_trusted","0.30120838270734707","9.779893428040419"
"bat::style::StyleComponentList::to_components","alloc::vec::Vec<T,A>::extend_trusted","0.30120838270734707","9.779893428040419"
"bat::style::StyleComponentList::to_components","alloc::vec::Vec<T,A>::extend_trusted","0.30120838270734707","9.779893428040419"
"bat::style::StyleComponentList::to_components","core::iter::adapters::map::map_try_fold::_{{closure}}","0.3010334584346118","8.51277735366082"
"bat::style::StyleComponentList::to_components","clap_builder::util::flat_map::FlatMap<K,V>::insert_unchecked","0.30085695721567296","8.220242801424599"
"bat::style::StyleComponentList::to_components","core::iter::traits::iterator::Iterator::zip","0.3000254923888764","8.43511014971451"
"bat::style::StyleComponentList::to_components","shell_escape::escape","0.29951077973292506","7.817452540107937"
6 "bat::style::StyleComponentList::to_components::_{{closure}}","bat::style::StyleComponentList::to_components::_{{closure}}","0.9999999999999999","27.660602715968974"
"bat::style::StyleComponentList::to_components::_{{closure}}","_<<&mut_serde_yaml::ser::Serializer<W>as_serde::ser::Serializer>::serialize_str::InferScalarStyle_as_serde::de::Visitor>::visit_str","0.39383043511993926","10.70650989327341"
"bat::style::StyleComponentList::to_components::_{{closure}}","serde_json::number::Number::from_f64","0.39116348880857005","10.70650989327341"
"bat::style::StyleComponentList::to_components::_{{closure}}","core::iter::traits::iterator::Iterator::find::check::_{{closure}}","0.35456595759804943","10.365191479712294"
"bat::style::StyleComponentList::to_components::_{{closure}}","core::iter::traits::iterator::Iterator::find::check::_{{closure}}","0.35456595759804943","10.365191479712294"
"bat::style::StyleComponentList::to_components::_{{closure}}","core::iter::traits::iterator::Iterator::find::check::_{{closure}}","0.35456595759804943","10.365191479712294"
"bat::style::StyleComponentList::to_components::_{{closure}}","core::iter::traits::iterator::Iterator::find::check::_{{closure}}","0.35456595759804943","10.365191479712294"
"bat::style::StyleComponentList::to_components::_{{closure}}","regex_syntax::hir::Hir::class","0.33752719502558765","11.639501842430334"
"bat::style::StyleComponentList::to_components::_{{closure}}","regex_syntax::hir::Hir::class","0.33752719502558765","11.639501842430334"
"bat::style::StyleComponentList::to_components::_{{closure}}","regex_syntax::ast::ClassSetUnion::push","0.3277542891584078","11.108863019525108"
"bat::style::StyleComponentList::to_components::_{{closure}}","core::str::_<impl_str>::split_at_checked","0.32269053348478244","9.73106799649586"
"bat::style::StyleComponentList::to_components::_{{closure}}","core::str::_<impl_str>::split_at_checked","0.32269053348478244","9.73106799649586"
"bat::style::StyleComponentList::to_components::_{{closure}}","core::str::_<impl_str>::split_at_checked","0.32269053348478244","9.73106799649586"
"bat::style::StyleComponentList::to_components::_{{closure}}","clap_builder::output::help_template::AutoHelp::write_help::_{{closure}}","0.30116319043321965","7.516797702127043"
"bat::style::StyleComponentList::to_components::_{{closure}}","clap_builder::output::help_template::AutoHelp::write_help::_{{closure}}","0.30116319043321965","7.516797702127043"
"bat::style::StyleComponentList::to_components::_{{closure}}","clap_builder::output::help_template::HelpTemplate::write_all_args::_{{closure}}","0.28540967127656053","7.318315579273602"
"bat::style::StyleComponentList::to_components::_{{closure}}","clap_builder::output::help_template::HelpTemplate::write_all_args::_{{closure}}","0.28540967127656053","7.318315579273602"
"bat::style::StyleComponentList::to_components::_{{closure}}","clap_builder::output::help_template::HelpTemplate::write_all_args::_{{closure}}","0.28540967127656053","7.318315579273602"
"bat::style::StyleComponentList::to_components::_{{closure}}","clap_builder::output::help_template::HelpTemplate::write_args::_{{closure}}","0.2655471231422511","7.119833456420162"
"bat::style::StyleComponentList::to_components::_{{closure}}","clap_builder::builder::command::Command::new","0.2564657937022844","6.3526271157152925"
"bat::style::StyleComponentList::to_components::_{{closure}}","clap_builder::builder::command::Command::new","0.2564657937022844","6.3526271157152925"
"bat::style::StyleComponentList::to_components::_{{closure}}","regex_automata::hybrid::dfa::Lazy::cache_start_one::_{{closure}}","0.25517332001827203","7.3603534572375064"
"bat::style::StyleComponentList::to_components::_{{closure}}","regex_automata::nfa::thompson::range_trie::RangeTrie::insert::_{{closure}}","0.2541204836467852","7.3603534572375064"
"bat::style::StyleComponentList::to_components::_{{closure}}","clap_builder::output::help_template::HelpTemplate::write_flat_subcommands::_{{closure}}","0.24810625659165514","7.7527302787978165"
"bat::style::StyleComponentList::to_components::_{{closure}}","core::ptr::drop_in_place<aho_corasick::packed::api::SearchKind>","0.24200566759669545","6.680771456708211"
7 "bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<[char;N]as_core::str::pattern::Pattern>::is_prefix_of","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<[char;N]as_core::str::pattern::Pattern>::strip_prefix_of","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<base64::engine::general_purpose::GeneralPurpose_as_base64::engine::Engine>::internal_decoded_len_estimate","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<core::result::Result<V,E>as_core::iter::traits::collect::FromIterator<core::result::Result<A,E>>>::from_iter::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<core::result::Result<V,E>as_core::iter::traits::collect::FromIterator<core::result::Result<A,E>>>::from_iter::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<core::result::Result<V,E>as_core::iter::traits::collect::FromIterator<core::result::Result<A,E>>>::from_iter::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<core::result::Result<V,E>as_core::iter::traits::collect::FromIterator<core::result::Result<A,E>>>::from_iter::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<core::result::Result<V,E>as_core::iter::traits::collect::FromIterator<core::result::Result<A,E>>>::from_iter::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<core::result::Result<V,E>as_core::iter::traits::collect::FromIterator<core::result::Result<A,E>>>::from_iter::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<core::result::Result<V,E>as_core::iter::traits::collect::FromIterator<core::result::Result<A,E>>>::from_iter::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<core::str::iter::Lines_as_core::iter::traits::iterator::Iterator>::next","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<regex_automata::util::prefilter::memmem::Memmem_as_regex_automata::util::prefilter::PrefilterI>::find::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<serde_json::ser::MapKeySerializer<W,F>as_serde::ser::Serializer>::serialize_str","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","_<serde_json::ser::MapKeySerializer<W,F>as_serde::ser::Serializer>::serialize_str","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","bat::app::App::inputs::_{{closure}}::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","bat::app::App::inputs::_{{closure}}::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","bat::assets::HighlightingAssets::get_syntax_set::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","bat::assets::lazy_theme_set::LazyThemeSet::get::_{{closure}}::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","bat::get_languages::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","bat::syntax_mapping::SyntaxMapping::get_syntax_for::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","bat::syntax_mapping::SyntaxMapping::get_syntax_for::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","clap_builder::builder::arg::Arg::stylize_arg_suffix::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","clap_builder::builder::command::Command::_propagate_subcommand::_{{closure}}","0.9999999999999999","9.930042308525785"
"bat::assets::lazy_theme_set::LazyThemeSet::themes::_{{closure}}","clap_builder::builder::command::Command::_propagate_subcommand::_{{closure}}","0.9999999999999999","9.930042308525785"
8 "bat::app::is_truecolor_terminal","bat::app::is_truecolor_terminal","1.0000000000000002","14.907599234389078"
"bat::app::is_truecolor_terminal","bat::config::get_args_from_env_opts_var","0.6502945815449976","11.035195452694666"
"bat::app::is_truecolor_terminal","bat::app::env_no_color","0.5128896487380649","8.585901460643509"
"bat::app::is_truecolor_terminal","bat::config::config_file","0.4578695386344559","8.99930268869008"
"bat::app::is_truecolor_terminal","anstyle_query::is_ci","0.44084183081583966","8.902964284243396"
"bat::app::is_truecolor_terminal","_<aho_corasick::nfa::contiguous::State_as_core::fmt::Debug>::fmt::_{{closure}}","0.3916230696655664","7.589630061029992"
"bat::app::is_truecolor_terminal","clap_builder::builder::value_parser::BoolValueParser::possible_values","0.3746497331336742","7.219132574835635"
"bat::app::is_truecolor_terminal","regex_automata::nfa::thompson::nfa::DenseTransitions::iter::_{{closure}}","0.3584362605825513","7.429068031329525"
"bat::app::is_truecolor_terminal","aho_corasick::nfa::noncontiguous::State::is_match","0.34372217076761513","6.810261599496772"
"bat::app::is_truecolor_terminal","syntect::parsing::scope::ScopeStack::as_slice","0.34372217076761513","6.810261599496772"
"bat::app::is_truecolor_terminal","_<std::path::Path_as_core::cmp::PartialEq>::eq","0.3180845471765424","7.162791671000254"
