/Users/landen/Research/bsim/bins/bat/x64/bat-O1,bat-O0-x64.mv.db,0.0,0.9
0 "bat::assets::assets_from_cache_or_binary","syntect::highlighting::theme_load::_<impl_syntect::highlighting::settings::ParseSettings_for_syntect::highlighting::theme::ThemeItem>::parse_settings","0.18044295404896732","3.3687691827142197"
1 "bat::config::config_file","anstyle_query::term_supports_color","0.2314598503946367","9.170777397639046"
"bat::config::config_file","clap_builder::parser::parser::Parser::resolve_pending","0.22299055143265303","9.19001747513228"
"bat::config::config_file","regex_automata::nfa::thompson::compiler::Utf8Compiler::pop_freeze","0.19816292487764403","6.887330250758989"
"bat::config::config_file","bat::assets::build_assets::acknowledgements::normalize_license_text","0.19375240793320758","6.164677502421387"
"bat::config::config_file","alloc::string::clone","0.18196341499913535","5.966645731115322"
"bat::config::config_file","regex_syntax::ast::visitor::HeapVisitor::visit","0.17864217400208118","1.2520213261104898"
"bat::config::config_file","std::fs::DirEntry::file_name","0.17660983581409317","5.745134510593637"
"bat::config::config_file","regex_automata::nfa::thompson::range_trie::RangeTrie::add_empty","0.17653603768878176","5.258149007062224"
"bat::config::config_file","std::env::args_os","0.17588698881931056","4.390563929510988"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse_","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse_","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse_","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse_","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse_","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse_","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse_","0.17544507234386275","5.876773291482074"
"bat::config::config_file","_<P_as_clap_builder::builder::value_parser::AnyValueParser>::parse_","0.17544507234386275","5.876773291482074"
